Source Name	Characteristics[organism]	Characteristics[strain]	Characteristics[developmental stage]	Characteristics[genotype]	Characteristics[organism part]	Comment [specimen with known storage state]	Comment[ENA_SAMPLE]	Material Type	Provider	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment [LIBRARY_STRAND]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_LENGTH]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[developmental stage]	FactorValue [organism part]
E15.5_b_01	Mus musculus	C57BL/6J	embryonic day 15.5	wild type	brain	fresh specimen	ERS406866	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	E15.5_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2183_RNAseq_brain_mmuBL6e15.5_CRI01	sequencing assay	ERX402216	do2183_RNAseq_brain_mmuBL6e15.5_CRI01p2.fq.gz	do2183_RNAseq_brain_mmuBL6e15.5_CRI01p2.fq.gz	ERR435946	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435946/ERR435946_2.fastq.gz	ae03839aafc247ebfa8d0eadf5e9d543	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	embryonic day 15.5	brain
E15.5_b_02	Mus musculus	C57BL/6J	embryonic day 15.5	wild type	brain	fresh specimen	ERS406884	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	E15.5_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2174_RNAseq_brain_mmuBL6e15.5_CRI01	sequencing assay	ERX402234	do2174_RNAseq_brain_mmuBL6e15.5_CRI01p1.fq.gz	do2174_RNAseq_brain_mmuBL6e15.5_CRI01p1.fq.gz	ERR435944	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435944/ERR435944_1.fastq.gz	d3b6bc78fbd9320086659fb44c0c63fb	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	embryonic day 15.5	brain
E15.5_b_02	Mus musculus	C57BL/6J	embryonic day 15.5	wild type	brain	fresh specimen	ERS406884	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	E15.5_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2174_RNAseq_brain_mmuBL6e15.5_CRI01	sequencing assay	ERX402234	do2174_RNAseq_brain_mmuBL6e15.5_CRI01p2.fq.gz	do2174_RNAseq_brain_mmuBL6e15.5_CRI01p2.fq.gz	ERR435944	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435944/ERR435944_2.fastq.gz	0c68006010b9174c33c7bc0cb65954ad	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	embryonic day 15.5	brain
E18.5_b_01	Mus musculus	C57BL/6J	embryonic day 18.5	wild type	brain	fresh specimen	ERS406871	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	E18.5_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2184_RNAseq_brain_mmuBL6e18.5_CRI01	sequencing assay	ERX402221	do2184_RNAseq_brain_mmuBL6e18.5_CRI01p1.fq.gz	do2184_RNAseq_brain_mmuBL6e18.5_CRI01p1.fq.gz	ERR435949	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435949/ERR435949_1.fastq.gz	7acbca67fdbf033a05fd8951c62c9c03	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	embryonic day 18.5	brain
E18.5_b_01	Mus musculus	C57BL/6J	embryonic day 18.5	wild type	brain	fresh specimen	ERS406871	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	E18.5_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2184_RNAseq_brain_mmuBL6e18.5_CRI01	sequencing assay	ERX402221	do2184_RNAseq_brain_mmuBL6e18.5_CRI01p2.fq.gz	do2184_RNAseq_brain_mmuBL6e18.5_CRI01p2.fq.gz	ERR435949	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435949/ERR435949_2.fastq.gz	5fb0f9146d27250a956421e3fa56f34a	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	embryonic day 18.5	brain
E18.5_b_02	Mus musculus	C57BL/6J	embryonic day 18.5	wild type	brain	fresh specimen	ERS406876	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	E18.5_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2175_RNAseq_brain_mmuBL6e18.5_CRI01	sequencing assay	ERX402226	do2175_RNAseq_brain_mmuBL6e18.5_CRI01p1.fq.gz	do2175_RNAseq_brain_mmuBL6e18.5_CRI01p1.fq.gz	ERR435953	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435953/ERR435953_1.fastq.gz	249f058c6ce4c58941104a3d3729613c	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	embryonic day 18.5	brain
E18.5_b_02	Mus musculus	C57BL/6J	embryonic day 18.5	wild type	brain	fresh specimen	ERS406876	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	E18.5_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2175_RNAseq_brain_mmuBL6e18.5_CRI01	sequencing assay	ERX402226	do2175_RNAseq_brain_mmuBL6e18.5_CRI01p2.fq.gz	do2175_RNAseq_brain_mmuBL6e18.5_CRI01p2.fq.gz	ERR435953	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435953/ERR435953_2.fastq.gz	2635057bb0b525c8d2e90ced3558c7e3	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	embryonic day 18.5	brain
P0.5_b_01	Mus musculus	C57BL/6J	postnatal day 0.5	wild type	brain	fresh specimen	ERS406864	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P0.5_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2185_RNAseq_brain_mmuBL6P0.5_CRI01	sequencing assay	ERX402214	do2185_RNAseq_brain_mmuBL6P0.5_CRI01p1.fq.gz	do2185_RNAseq_brain_mmuBL6P0.5_CRI01p1.fq.gz	ERR435937	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435937/ERR435937_1.fastq.gz	f802fd53e52137fe13a48bcbee4afe33	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 0.5	brain
P0.5_b_01	Mus musculus	C57BL/6J	postnatal day 0.5	wild type	brain	fresh specimen	ERS406864	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P0.5_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2185_RNAseq_brain_mmuBL6P0.5_CRI01	sequencing assay	ERX402214	do2185_RNAseq_brain_mmuBL6P0.5_CRI01p2.fq.gz	do2185_RNAseq_brain_mmuBL6P0.5_CRI01p2.fq.gz	ERR435937	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435937/ERR435937_2.fastq.gz	26a404249998bad82f8703883e522399	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 0.5	brain
P0.5_b_02	Mus musculus	C57BL/6J	postnatal day 0.5	wild type	brain	fresh specimen	ERS406881	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P0.5_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2176_RNAseq_brain_mmuBL6P0.5_CRI01	sequencing assay	ERX402231	do2176_RNAseq_brain_mmuBL6P0.5_CRI01p1.fq.gz	do2176_RNAseq_brain_mmuBL6P0.5_CRI01p1.fq.gz	ERR435957	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435957/ERR435957_1.fastq.gz	8e4a620c261f113176a9e3d412239a20	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 0.5	brain
P0.5_b_02	Mus musculus	C57BL/6J	postnatal day 0.5	wild type	brain	fresh specimen	ERS406881	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P0.5_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2176_RNAseq_brain_mmuBL6P0.5_CRI01	sequencing assay	ERX402231	do2176_RNAseq_brain_mmuBL6P0.5_CRI01p2.fq.gz	do2176_RNAseq_brain_mmuBL6P0.5_CRI01p2.fq.gz	ERR435957	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435957/ERR435957_2.fastq.gz	4a2e561eb7e040232abaf39dd6fb7ee9	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 0.5	brain
P4_b_01	Mus musculus	C57BL/6J	postnatal day 4	wild type	brain	fresh specimen	ERS406874	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P4_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2186_RNAseq_brain_mmuBL6P4_CRI01	sequencing assay	ERX402224	do2186_RNAseq_brain_mmuBL6P4_CRI01p1.fq.gz	do2186_RNAseq_brain_mmuBL6P4_CRI01p1.fq.gz	ERR435936	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435936/ERR435936_1.fastq.gz	db8b731d1f410f61897727ebfe1cf182	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 4	brain
P4_b_01	Mus musculus	C57BL/6J	postnatal day 4	wild type	brain	fresh specimen	ERS406874	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P4_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2186_RNAseq_brain_mmuBL6P4_CRI01	sequencing assay	ERX402224	do2186_RNAseq_brain_mmuBL6P4_CRI01p2.fq.gz	do2186_RNAseq_brain_mmuBL6P4_CRI01p2.fq.gz	ERR435936	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435936/ERR435936_2.fastq.gz	a353a8c386b7f338f6e1f6de5b2ce5ad	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 4	brain
P4_b_02	Mus musculus	C57BL/6J	postnatal day 4	wild type	brain	fresh specimen	ERS406877	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P4_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2177_RNAseq_brain_mmuBL6P4_CRI01	sequencing assay	ERX402227	do2177_RNAseq_brain_mmuBL6P4_CRI01p1.fq.gz	do2177_RNAseq_brain_mmuBL6P4_CRI01p1.fq.gz	ERR435942	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435942/ERR435942_1.fastq.gz	b7dae965e66979531fcd220bfefff8f4	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 4	brain
P4_b_02	Mus musculus	C57BL/6J	postnatal day 4	wild type	brain	fresh specimen	ERS406877	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P4_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2177_RNAseq_brain_mmuBL6P4_CRI01	sequencing assay	ERX402227	do2177_RNAseq_brain_mmuBL6P4_CRI01p2.fq.gz	do2177_RNAseq_brain_mmuBL6P4_CRI01p2.fq.gz	ERR435942	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435942/ERR435942_2.fastq.gz	cf2e33c15f932b039da608ebf339d4bc	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 4	brain
P22_b_01	Mus musculus	C57BL/6J	postnatal day 22	wild type	brain	fresh specimen	ERS406883	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P22_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2187_RNAseq_brain_mmuBL6P22_CRI01	sequencing assay	ERX402233	do2187_RNAseq_brain_mmuBL6P22_CRI01p1.fq.gz	do2187_RNAseq_brain_mmuBL6P22_CRI01p1.fq.gz	ERR435938	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435938/ERR435938_1.fastq.gz	6c5106a682b641656b6f9c224c009dce	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 22	brain
P22_b_01	Mus musculus	C57BL/6J	postnatal day 22	wild type	brain	fresh specimen	ERS406883	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P22_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2187_RNAseq_brain_mmuBL6P22_CRI01	sequencing assay	ERX402233	do2187_RNAseq_brain_mmuBL6P22_CRI01p2.fq.gz	do2187_RNAseq_brain_mmuBL6P22_CRI01p2.fq.gz	ERR435938	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435938/ERR435938_2.fastq.gz	694d8bf0e9df9785270246267a2537a7	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 22	brain
P22_b_02	Mus musculus	C57BL/6J	postnatal day 22	wild type	brain	fresh specimen	ERS406869	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P22_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2189_RNAseq_brain_mmuBL6P22_CRI01	sequencing assay	ERX402219	do2189_RNAseq_brain_mmuBL6P22_CRI01p1.fq.gz	do2189_RNAseq_brain_mmuBL6P22_CRI01p1.fq.gz	ERR435940	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435940/ERR435940_1.fastq.gz	fd8068c4b0126c1d19ea2eed88c042c8	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 22	brain
P22_b_02	Mus musculus	C57BL/6J	postnatal day 22	wild type	brain	fresh specimen	ERS406869	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P22_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2189_RNAseq_brain_mmuBL6P22_CRI01	sequencing assay	ERX402219	do2189_RNAseq_brain_mmuBL6P22_CRI01p2.fq.gz	do2189_RNAseq_brain_mmuBL6P22_CRI01p2.fq.gz	ERR435940	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435940/ERR435940_2.fastq.gz	c7300802995f42aafae8b40f05a44739	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 22	brain
P29_b_01	Mus musculus	C57BL/6J	postnatal day 29	wild type	brain	fresh specimen	ERS406872	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P29_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2190_RNAseq_brain_mmuBL6P29_CRI01	sequencing assay	ERX402222	do2190_RNAseq_brain_mmuBL6P29_CRI01p1.fq.gz	do2190_RNAseq_brain_mmuBL6P29_CRI01p1.fq.gz	ERR435955	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435955/ERR435955_1.fastq.gz	133e2a6a4e8549e5847217525e00dae7	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 29	brain
P29_b_01	Mus musculus	C57BL/6J	postnatal day 29	wild type	brain	fresh specimen	ERS406872	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P29_b_01 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2190_RNAseq_brain_mmuBL6P29_CRI01	sequencing assay	ERX402222	do2190_RNAseq_brain_mmuBL6P29_CRI01p2.fq.gz	do2190_RNAseq_brain_mmuBL6P29_CRI01p2.fq.gz	ERR435955	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435955/ERR435955_2.fastq.gz	1c83b1ec997043e14ec8079d9933d078	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 29	brain
P29_b_02	Mus musculus	C57BL/6J	postnatal day 29	wild type	brain	fresh specimen	ERS406862	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P29_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2188_RNAseq_brain_mmuBL6P29_CRI01	sequencing assay	ERX402212	do2188_RNAseq_brain_mmuBL6P29_CRI01p1.fq.gz	do2188_RNAseq_brain_mmuBL6P29_CRI01p1.fq.gz	ERR435954	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435954/ERR435954_1.fastq.gz	570839f86af879edf40d30d1a929c1c7	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 29	brain
P29_b_02	Mus musculus	C57BL/6J	postnatal day 29	wild type	brain	fresh specimen	ERS406862	organism part	CI, Cambridge	P-MTAB-37641	P-MTAB-37642	P-MTAB-37643	P-MTAB-37644	P29_b_02 extract	RNA	first strand	PAIRED	TRANSCRIPTOMIC	RNA-Seq	RANDOM	275	5'-3'-3'-5'	P-MTAB-37645	Cambridge Institute, Cambridge, UK	do2188_RNAseq_brain_mmuBL6P29_CRI01	sequencing assay	ERX402212	do2188_RNAseq_brain_mmuBL6P29_CRI01p2.fq.gz	do2188_RNAseq_brain_mmuBL6P29_CRI01p2.fq.gz	ERR435954	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435954/ERR435954_2.fastq.gz	c698028ea5cd42e52d0ca8882d96a9d1	75	76	P-MTAB-37646	genes.raw.htseq2.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2328/E-MTAB-2328.processed.1.zip	postnatal day 29	brain
